species,found,URL,count
Megalagrion jugorum,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Megalagrion+jugorum%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Megalagrion oceanicum,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Megalagrion+oceanicum%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Megalagrion pacificum,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Megalagrion+pacificum%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Megalagrion xanthomelas,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Megalagrion+xanthomelas%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Megalagrion oahuense,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Megalagrion+oahuense%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Catharsius rhinoceros,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Catharsius+rhinoceros%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Deltochilum icarus,True,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Deltochilum+icarus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,1
Copris victorini,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Copris+victorini%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Paraphytus africanus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Paraphytus+africanus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Coptorhina nitefacta,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Coptorhina+nitefacta%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Anomiopus parallelus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Anomiopus+parallelus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Cheironitis indicus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Cheironitis+indicus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Ateuchus latus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Ateuchus+latus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Onthophagus manya,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Onthophagus+manya%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Canthidium calidum,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Canthidium+calidum%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Onitis parvulus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Onitis+parvulus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Canthon divinator,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Canthon+divinator%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Coptodactyla lesnei,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Coptodactyla+lesnei%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Onitis granulisetosus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Onitis+granulisetosus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Anomiopus bonariensis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Anomiopus+bonariensis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Cryptocanthon nebulinus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Cryptocanthon+nebulinus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Scarabaeus namibicus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Scarabaeus+namibicus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Anisocanthon pygmaeus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Anisocanthon+pygmaeus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Heliocopris faunus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Heliocopris+faunus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Ateuchus euchalceus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Ateuchus+euchalceus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
