species,found,URL,count
Pedaliodes pylasia,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pedaliodes+pylasia%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pedaliodes zingara,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pedaliodes+zingara%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pedaliodes zuleta,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pedaliodes+zuleta%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pellicia angra,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pellicia+angra%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pellicia axina,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pellicia+axina%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pellicia costimacula,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pellicia+costimacula%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pellicia litoralis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pellicia+litoralis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pellicia hebe,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pellicia+hebe%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Anastrus subviolaceus,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Anastrus+subviolaceus%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Achlyodes guilfordi,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Achlyodes+guilfordi%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pellicia cestimacula,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pellicia+cestimacula%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Arteurotia demetrius,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Arteurotia+demetrius%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
