species,found,URL,count,captcha_count
Gynacantha dobsoni,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Gynacantha+dobsoni%22&rt=nc&LH_PrefLoc=2,0,1
Gynacantha nourlangie,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Gynacantha+nourlangie%22&rt=nc&LH_PrefLoc=2,0,1
Austroaeschna anacantha,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Austroaeschna+anacantha%22&rt=nc&LH_PrefLoc=2,0,1
Austroaeschna atrata,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Austroaeschna+atrata%22&rt=nc&LH_PrefLoc=2,0,1
Austroaeschna christine,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Austroaeschna+christine%22&rt=nc&LH_PrefLoc=2,0,1
Austroaeschna cooloola,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Austroaeschna+cooloola%22&rt=nc&LH_PrefLoc=2,0,1
Austroaeschna eungella,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Austroaeschna+eungella%22&rt=nc&LH_PrefLoc=2,0,1
Austroaeschna flavomaculata,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Austroaeschna+flavomaculata%22&rt=nc&LH_PrefLoc=2,0,1
Austroaeschna hardyi,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Austroaeschna+hardyi%22&rt=nc&LH_PrefLoc=2,0,1
Austroaeschna inermis,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Austroaeschna+inermis%22&rt=nc&LH_PrefLoc=2,0,1
