species,found,URL,count
Ariadne specularia,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Ariadne+specularia%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Ariadne taeniata,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Ariadne+taeniata%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Ariadne timora,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Ariadne+timora%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Byblia anvatara,True,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Byblia+anvatara%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,2
Byblia ilithyia,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Byblia+ilithyia%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Eurytela alinda,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Eurytela+alinda%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Eurytela dryope,True,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Eurytela+dryope%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,1
Eurytela hiarbas,True,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Eurytela+hiarbas%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,1
Eurytela narinda,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Eurytela+narinda%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Laringa castelnaui,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Laringa+castelnaui%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Laringa horsfieldii,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Laringa+horsfieldii%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Mesoxantha ethosea,True,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Mesoxantha+ethosea%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,1
