species,found,URL,count,captcha_count
Casyapa trifenestrata,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Casyapa+trifenestrata%22&rt=nc&LH_PrefLoc=2,0,1
Thymele triton,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Thymele+triton%22&rt=nc&LH_PrefLoc=2,0,1
Chaetoprocta baileyi,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Chaetoprocta+baileyi%22&rt=nc&LH_PrefLoc=2,0,1
Chaetoprocta peilei,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Chaetoprocta+peilei%22&rt=nc&LH_PrefLoc=2,0,1
Dipsas odata,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Dipsas+odata%22&rt=nc&LH_PrefLoc=2,0,1
Chalcone australis,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Chalcone+australis%22&rt=nc&LH_PrefLoc=2,0,1
Augiades turbis,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Augiades+turbis%22&rt=nc&LH_PrefLoc=2,0,1
Augiades chalcone,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Augiades+chalcone%22&rt=nc&LH_PrefLoc=2,0,1
Chalcone corta,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Chalcone+corta%22&rt=nc&LH_PrefLoc=2,0,1
Pamphila briquenydan,False,https://www.ebay.com/sch/i.html?_sacat=0&LH_Sold=1&_udlo=&_udhi=&_samilow=&_samihi=&_sop=12&_dmd=1&_ipg=200&LH_Complete=1&_fosrp=1&_nkw=%22Pamphila+briquenydan%22&rt=nc&LH_PrefLoc=2,0,1
