species,found,URL,count
Diophthalma aequatorialis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Diophthalma+aequatorialis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Leucochimona aequatorialis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Leucochimona+aequatorialis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Diophthalma anophthalma,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Diophthalma+anophthalma%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Leucochimona hyphea,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Leucochimona+hyphea%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Diopthalma pallida,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Diopthalma+pallida%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Diophthalma prosoeca,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Diophthalma+prosoeca%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Papilio hyphea,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Papilio+hyphea%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Leucochimona hiphia,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Leucochimona+hiphia%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Leucochimona icare,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Leucochimona+icare%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Mesosemia matatha,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Mesosemia+matatha%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Mesosemia nivea,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Mesosemia+nivea%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Leucochimona polita,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Leucochimona+polita%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Diophthalma subalbata,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Diophthalma+subalbata%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Mesosemia icare,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Mesosemia+icare%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Mesosemia chionea,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Mesosemia+chionea%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Leucochimona philemon,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Leucochimona+philemon%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Leucochimona iphias,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Leucochimona+iphias%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Mesosemia lagora,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Mesosemia+lagora%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Diophthalma lagora,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Diophthalma+lagora%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Leucochimona lagora,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Leucochimona+lagora%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Leucochimona lepida,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Leucochimona+lepida%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
