species,found,URL,count
Episcada hymenaea,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Episcada+hymenaea%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Prittwitzia caucana,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Prittwitzia+caucana%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Prittwitzia centralis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Prittwitzia+centralis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Episcada guianensis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Episcada+guianensis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Rhadinoptera nebula,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Rhadinoptera+nebula%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Rhadinoptera stratonicis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Rhadinoptera+stratonicis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Ithomyia hymenaea,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Ithomyia+hymenaea%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pteronymia nepiscada,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pteronymia+nepiscada%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Ithomia hymenaea,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Ithomia+hymenaea%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Ithomia hymenea,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Ithomia+hymenea%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
